prov,year,covid,location,region,prov_istat,log_buy_min,log_buy_max,log_buy_avg,population,reg_age_avg,over65,log_median_income,dwellings,prov_immigration,prov_emigration,prov_net_movements,log_real_gdp,log_nominal_gdp,unemployment_prov,ratio_hotel_beds,ratio_hotel_mun,ratio_str_beds,ratio_str_mun,ratio_str_mun_beds,ratio_arrivals,ratio_arrivals_foreigners,tourism_score,log_tour_employed,log_population
SR,2024,1,I,Sicilia,089,6.282644165537347,6.639058728223277,6.460851446880312,4141431.0,44.61438488891594,0.24075714711733945,9.66526200673902,2589789.0,32.963086868727395,29.87320318430159,0.027581921268765255,14.352490699316045,14.577531396238827,15.0,29.555442480037737,1.3387069464993373,14.046124391865556,0.10077742243027359,0.6021597476819586,69.8608902993526,35.743866438184305,0.10811145206055195,14.657415865352217,15.23655193825146
SS,2014,0,I,Sardegna,112,6.992864937232847,7.304112909289578,7.148488923261212,3562540.0,44.34618680096373,0.20297975980075542,9.627612696970868,1936820.0,15.483265228970307,13.790659349478,0.017030700379006263,14.253499052044916,14.29871461443681,20.0,50.595248776269635,5.402961737632136,8.155804694891463,0.05830631983728244,0.730855033888918,150.1535893787725,82.24666175267585,0.3028388521992497,14.501416080901258,15.085984331566184
SS,2015,0,I,Sardegna,112,6.980890966466746,7.30315273961209,7.1420218530394175,3569767.0,45.02744618722462,0.21981394934131826,9.631524998917222,1942638.0,14.086836772745693,14.336114381299552,-0.002609562797917806,14.253485175775596,14.307685758791632,16.7,50.74011468080709,5.668505485715694,8.114481357644895,0.057932409750017407,0.7496779922944631,176.99410590909784,97.04839057934619,0.3320219227383322,14.51600418716716,15.088010885519454
SS,2016,0,I,Sardegna,112,6.969909878853216,7.296728454166757,7.133319166509987,3567768.0,45.54372104791934,0.23054809451516214,9.638765533345511,1942638.0,16.849708433305036,14.13235526565792,0.02826151416959077,14.262302861817254,14.324300731606444,21.9,47.79359999448208,5.401988353412847,9.458028995817562,0.07505713346189707,0.8567478204800292,180.13761153080037,97.48628075064185,0.35540823255757403,14.57109013709187,15.087450748146463
SS,2017,0,I,Sardegna,112,6.968755925092952,7.295702477282375,7.132229201187664,3694632.0,45.337299734941816,0.24358360292416414,9.647432853636621,2007562.0,17.045332495205272,14.807903360421177,0.023269018626258568,14.274589284506764,14.348991618246792,16.9,46.529424135810174,5.293386891070745,10.382790620027642,0.08656262609651412,0.9523107201516978,186.6470083262651,103.02113358330182,0.3621116486142397,14.615952632066215,15.122391513358615
SS,2018,0,I,Sardegna,112,6.9732428133898665,7.2971360101278915,7.135189411758879,3680255.0,45.37595294117647,0.2166124369747899,9.641228620727546,2007562.0,26.21737456523563,22.173037672519207,0.042102734537449366,14.290499049859632,14.371974526989852,14.5,44.0544093308721,5.297626077635377,10.246962443965803,0.10175184394744147,1.0115360336893726,211.16892555821244,129.08565693673418,0.40975554412484505,14.609780537731918,15.118492601222693
SS,2019,0,I,Sardegna,112,6.968785710962184,7.292166620081615,7.1304761655219,3681915.0,46.692637684213224,0.2523325289780636,9.657489802461384,2007562.0,27.871806825318004,22.19911169565825,0.05972932313696128,14.298731536878893,14.390855927691584,13.4,42.50071969887991,5.591473238938803,11.980574100487926,0.14763163073174312,1.321581247953566,214.47568134477174,130.2543394814429,0.46524291458677286,14.631583527526258,15.118943555228952
SS,2020,1,I,Sardegna,112,6.96520145192494,7.2833317461995115,7.124266599062225,3661085.0,47.42707658652712,0.2449303336407375,9.666782578403206,2007562.0,26.5045998544374,26.71216599787577,-0.002201142682312792,14.303013979455951,14.405554007743989,14.8,43.40149535341131,5.462557770466466,15.23591747753008,0.17259795004445339,1.4705891309375216,82.84216980079715,27.52892717519563,0.36731706465972097,14.491113229758247,15.113270109532928
SS,2021,1,I,Sardegna,112,6.958213437762857,7.286136542982756,7.122174990372807,3588849.0,47.13692312314369,0.25332590865550214,9.652343037084375,2007562.0,23.616353869626995,22.65797750784365,0.010449184282156954,14.210150370913528,14.328341310116052,13.0,43.21924305107887,5.47244757933561,19.783188741016595,0.19343795836934574,1.6672495430786327,139.4767339082488,61.048067142171085,0.4618264990036016,14.452257213884272,15.093342096243815
SS,2022,1,I,Sardegna,112,6.949448897877604,7.283691210588396,7.116570054233,3582215.0,48.0127840599455,0.2688358310626703,9.692535404260672,2007562.0,28.234907747950018,23.18360856429435,0.05520621580839027,14.295695409344063,14.426637919319788,10.3,43.16593851678363,5.58582398172851,22.840986834496633,0.20919412276494703,1.7561498013088992,215.13201025824347,116.89726771096265,0.5444412583482888,14.588913808049881,15.091491882135418
SS,2023,1,I,Sardegna,112,6.945078034419792,7.285891859227675,7.115484946823733,3562633.0,48.887141703179694,0.2709533484164478,9.748107504939009,2007562.0,31.045927950799953,25.86337163151522,0.05706673564480519,14.342781042569822,14.507693573866824,9.6,42.03077141022769,5.680592105043605,23.753574060033145,0.2403096059069982,1.9647121173763296,220.35196199513115,127.08543078112075,0.5815472654209112,14.645884731497906,15.086010436195505
SS,2024,1,I,Sardegna,112,6.936137404557669,7.279885686750674,7.108011545654171,3550910.0,50.46281270809302,0.294928625230608,9.815709281459908,2007562.0,33.63726802429501,25.677092846811885,0.08834748166497541,14.352490699316045,14.577531396238825,7.5,39.55080589813973,5.47070592413307,29.82383783331649,0.3863206185011318,2.6902658884892086,251.06387522842692,153.11114414969302,0.6504170847393589,14.657415865352215,15.082714466630788
SV,2014,0,NW,Liguria,009,7.790435688347976,8.117281282321397,7.953858485334687,2713577.0,47.53139001491645,0.277922615983533,9.74465881486118,2361863.0,52.96315967968681,41.8337759703669,0.15294410188795649,14.253499052044916,14.29871461443681,9.5,45.218521973808016,12.606124064072581,7.725869841735949,0.07001607664480655,1.3172937892533219,540.7293645194769,149.16945269594615,0.7253310014724219,14.501416080901258,14.813778248718329
SV,2015,0,NW,Liguria,009,7.768448433289728,8.10297257849013,7.935710505889928,2703906.0,47.88273746168483,0.2795071216123848,9.767701144681123,2286445.0,47.33127111150161,36.70376774035393,0.13776136873026593,14.253485175775596,14.307685758791632,9.4,47.220478346511776,13.15141619955538,7.616489533599685,0.07720712393070299,1.3154350845092124,615.7959102571954,170.4943855338203,0.7640013278107153,14.516004187167159,14.810207952227124
SV,2016,0,NW,Liguria,009,7.774050127219404,8.10894603052082,7.941498078870111,2700417.0,47.4745057012044,0.2883300282873057,9.781447046167909,2300798.0,46.344650157897526,36.8731319755602,0.1235667438911646,14.262302861817254,14.324300731606444,6.4,47.44982714000363,13.011163403753605,7.630076727842362,0.08475032508488188,1.33893908747287,647.7498102697609,181.30337871189414,0.7668617271078483,14.571090137091872,14.808916763493686
SV,2017,0,NW,Liguria,009,7.757242628820173,8.098060655253015,7.927651642036595,2761200.0,49.42581883695411,0.29127611799812897,9.790999835398724,2349960.0,51.81555270294141,38.22100178268839,0.17748907359754185,14.274589284506765,14.348991618246792,6.7,45.58537046402947,12.88164134144571,7.9872983014525865,0.0920238531031565,1.4345469546638625,669.4147631156629,185.93373796779778,0.7869701940189119,14.615952632066215,14.831175925811458
SV,2018,0,NW,Liguria,009,7.728236162920147,8.081908499255052,7.905072331087599,2804235.0,48.42760760658561,0.2817597576135531,9.788334905082046,2385934.0,53.012800037938746,37.669732468956084,0.20117616091567445,14.290499049859632,14.371974526989852,7.8,46.074050660985975,12.961708297016786,8.710689536962333,0.10255728835070767,1.5451298462840648,652.5588364441262,177.31360979112907,0.7955182799455938,14.60978053773192,14.84664133246936
SV,2019,0,NW,Liguria,009,7.715266967379176,8.075474005368145,7.895370486373661,2789044.0,49.57232175666865,0.3172458549433695,9.809220488272127,2385934.0,51.69016182469884,37.23372632250665,0.19107713792280803,14.298731536878893,14.390855927691582,5.6,46.63429672269749,12.720154173917367,9.377657373550207,0.11130395592449617,1.5908748610063332,659.032477423475,178.983114177859,0.8040858033561846,14.631583527526258,14.841209442749076
SV,2020,1,NW,Liguria,009,7.712163684117224,8.072297712746048,7.892230698431636,2766201.0,48.44510586965396,0.285853416893583,9.816646130397935,2385934.0,53.323680427087425,41.05413930970823,0.16404428934161105,14.303013979455953,14.405554007743989,6.4,46.55731561384636,12.516594095570388,8.393373298072712,0.11367901546726569,1.6002254089482784,378.4597346998095,67.31116927443377,0.6890232325596406,14.491113229758247,14.83298545667944
SV,2021,1,NW,Liguria,009,7.679070508492027,8.04223940023448,7.860654954363254,2695171.0,48.65826336799303,0.2691360287882145,9.784187272883365,2327292.0,43.70469176120619,35.24734114657793,0.10644178901930341,14.210150370913528,14.328341310116054,7.6,43.97176401446502,12.159536672934863,8.872274718704116,0.13776695068975178,1.8440963930357557,506.121164101508,118.42996941437929,0.749185771067538,14.452257213884272,14.806972211147196
SV,2022,1,NW,Liguria,009,7.68471420606802,8.04843173425326,7.86657297016064,2684833.0,48.6901440907248,0.26655595874809795,9.823334268128438,2341233.0,53.40818843913975,37.62964650686405,0.19943908327680168,14.295695409344061,14.426637919319788,5.1,43.07163932919295,11.955930835250031,8.703507927620029,0.1262541951425483,1.7334214933164744,677.2869879120091,197.7594127178011,0.8030114580608899,14.588913808049881,14.80312908659784
SV,2023,1,NW,Liguria,009,7.683283509909426,8.046708069519315,7.86499578971437,2677785.0,48.093700444225874,0.29011321354793207,9.876357540457049,2341233.0,59.433806370311025,37.399065839179464,0.2802302649770873,14.342781042569822,14.507693573866824,6.1,42.26726982806465,11.778630391667658,9.342232451171583,0.13761412458833935,1.8458178954398603,702.3667157528334,214.79569534966328,0.8528303353125002,14.645884731497906,14.800500518216463
