year,prov,covid,location,region,prov_istat,log_buy_min,log_buy_max,log_buy_avg,population,reg_age_avg,over65,log_median_income,dwellings,prov_immigration,prov_emigration,prov_net_movements,log_real_gdp,log_nominal_gdp,unemployment_prov,ratio_hotel_beds,ratio_hotel_mun,ratio_str_beds,ratio_str_mun,ratio_str_mun_beds,ratio_arrivals,ratio_arrivals_foreigners,tourism_score,log_tour_employed,log_population,log_prov_immigration,log_prov_emigration,log_reg_age_avg
2014,BG,0,NW,Lombardia,016,6.877340282006424,7.075016201823191,6.976178241914806,8781294.0,45.211679509248185,0.22954655625385204,9.786537716957149,4931437.0,916.3079006429725,711.297677361071,75.74010529206464,14.253499052044916,14.29871461443681,7.400000000000001,42.02889143406003,2.637195509027203,9.356627453227135,0.024028033682556762,0.19965775967572258,79.36427888789586,24.402217240899596,-0.3657089303383479,14.501416080901258,7.8868329989550565,6.949942204018495,6.627964324562119,3.8113554496819364
2014,BI,0,NW,Piemonte,096,6.079677379362105,6.403435285702819,6.241556332532462,1061790.0,45.25439052467581,0.25013651471552084,9.749822671703752,695671.0,284.08135003963116,280.09830080795837,1.3552496876939861,14.253499052044916,14.29871461443681,10.4,14.531961875138343,1.194675116658889,8.238263129693918,0.03610373065753981,0.6230220404653171,29.346590453747954,10.236962474203061,-0.49252041757258996,14.50141608090126,7.8868329989550565,6.949942204018495,6.627964324562119,3.812299693608638
2014,BL,0,NE,Veneto,025,6.812509229409305,7.019046489818291,6.915777859613797,1931162.0,44.26375686353161,0.212167324480907,9.713905722479693,1556243.0,177.7392961593684,171.80437603609371,0.959150934241223,14.253499052044916,14.29871461443681,7.5,15.92450202363917,15.616382196107928,52.27028320586954,5.1045999513431,35.712920248394575,520.9737452753811,181.7107522745237,1.0770384280037377,14.501416080901258,7.88570539124302,6.971749775189808,6.612751762246487,3.790166212709125
2014,BN,0,S,Campania,062,6.884424581273025,7.049795592388991,6.967110086831009,1760418.0,40.16930351691652,0.14954978396327348,9.24527274590359,1004083.0,151.9243171835683,158.86885370934917,-0.5371554788417832,14.253499052044916,14.29871461443681,16.7,20.44448773338625,0.5804246748291443,21.010903107337622,0.12460066902990054,0.5589103021700712,2.7133547849544457,0.31097110275353484,-0.37635774209086315,14.50141608090126,7.88570539124302,6.971749775189808,6.612751762246487,3.693103109831945
2014,BO,0,NE,Emilia Romagna,037,7.248645646091281,7.475458912523782,7.36205227930753,19161940.0,45.10217636109303,0.23975942743672116,9.861421192702537,10836429.0,279.3477644070205,168.73167873554883,2.8931654382543583,14.253499052044914,14.29871461443681,7.0,55.77628886338315,2.781575095199172,9.50439416036736,0.03488291463642472,0.22252244547883515,82.82801250308071,28.926119403088908,0.06713380484802743,14.501416080901258,7.88570539124302,6.971749775189808,6.612751762246487,3.808930501687859
2014,BR,0,S,Puglia,074,6.668574886276992,6.874896035152688,6.77173546071484,2571792.0,41.913564771212435,0.2026207792013473,9.38639188536385,1540666.0,21.948304060602247,24.14075137175904,-0.01979284424537292,14.253499052044916,14.29871461443681,18.3,37.45585280602265,3.3725031793988105,15.285140928977123,0.03314940419954247,0.39784404509733906,98.75617532309423,21.312039687296583,0.11691728545749537,14.501416080901258,7.876638460975463,6.886705359333782,6.618317173072171,3.735609516091485
2014,BS,0,NW,Lombardia,017,7.060883986057307,7.313995501172619,7.187439743614964,10405864.0,45.217559836343405,0.22965004055254135,9.745926667712355,5956056.0,559.7572248807019,441.39328663623843,16.203407743269224,14.253499052044916,14.29871461443681,9.1,38.23761084181124,7.127732932609506,8.423242597288578,0.061247210301040134,2.523108831823929,340.9018890048665,220.6434843678856,-0.10859326561957465,14.501416080901258,7.876638460975463,6.886705359333782,6.618317173072171,3.811485503349225
2014,BT,0,S,Puglia,110,6.882520656739109,7.154087343000853,7.018303999869981,4469308.0,41.913564771212435,0.2026207792013473,9.34127812157439,2188187.0,32.242249688451594,35.064047461025396,-0.02348428278708887,14.253499052044916,14.29871461443681,21.2,43.775382542666506,0.43882260253346334,14.277162221456567,0.01710611642892962,0.10078143027474676,30.591560979210193,6.457954737040184,-0.10425994965487499,14.50141608090126,7.876638460975463,6.886705359333782,6.618317173072171,3.735609516091485
2014,BZ,0,NE,Trentino Alto Adige,021,7.5735194769584036,7.80755640516626,7.690537941062332,6813330.0,41.68348325211795,0.16745597704025741,9.73689238117478,3846177.0,323.2849765225525,200.12879499015153,14.689659424982358,14.253499052044914,14.29871461443681,4.4,67.83553490994909,45.76425308415233,9.261528435703136,1.1947973618705594,7.1758779826997365,1712.938817867341,1128.398463740175,1.5481367413736726,14.501416080901258,7.871692664323645,7.072377241643933,6.655294993607393,3.7301049652612366
2014,CA,0,I,Sardegna,118,6.712371561243673,6.990538798284152,6.851455179763912,3845272.0,44.34618680096373,0.20297975980075542,9.50732010044293,2024519.0,156.25009264448963,146.89006921215147,0.5648667702812541,14.253499052044916,14.29871461443681,17.9,37.20826993049768,8.725036805988015,8.04640081601433,0.03840380400055264,1.0329747407577967,145.80797270298905,60.43098592547389,-0.1890497538953656,14.50141608090126,7.871692664323645,7.072377241643933,6.655294993607393,3.7920267253739763
2014,CB,0,S,Molise,070,6.020808995869306,6.419929838853455,6.220369417361381,2068113.0,51.13186809829073,0.3210337515354107,9.294845316209708,1329793.0,219.5321954709372,211.51509120742975,1.6935126112753545,14.253499052044916,14.298714614436808,13.9,32.51367908854279,2.654792238880146,10.196274675345906,0.041657222284177786,0.3125775949675114,36.04060094415915,1.4334815543935653,-0.4057367615649207,14.501416080901258,7.871692664323645,7.072377241643933,6.655294993607393,3.934407944671116
2014,CE,0,S,Campania,061,6.476020460015964,6.855958245241798,6.665989352628881,5943285.0,40.16930351691652,0.14954978396327348,9.375678006635955,3095064.0,441.3442090334687,422.4261954912758,1.6401149008369778,14.253499052044916,14.29871461443681,21.5,32.80948256628641,0.8597698496905342,4.555581651168911,0.02111365573787997,0.15576895491593698,17.019342357462147,3.287187073672948,-0.5574951862722796,14.501416080901258,7.842278779117352,6.921896469658976,6.708798677907746,3.693103109831945
2014,CH,0,S,Abruzzo,069,6.45554484139896,6.850862359621309,6.653203600510135,3969915.0,44.230501271848574,0.21360228983313412,9.384436420473776,2457420.0,672.0361653323079,624.1451295379064,21.91263681290122,14.253499052044916,14.29871461443681,12.9,29.274961348901417,2.912632750315783,12.132849294801789,0.05980410380537483,0.5649103613955903,40.34226122274519,3.851800188572699,-0.2807262380743778,14.501416080901258,7.842278779117352,6.921896469658976,6.708798677907746,3.7894146251157785
2014,CI,0,I,Sardegna,119,6.531289307634062,6.808009459040429,6.669649383337245,705400.0,44.34618680096373,0.20297975980075542,9.458297192448683,428099.0,187.5075071829213,166.43002097403817,1.244449968072766,14.253499052044917,14.298714614436811,19.2,39.14805714625464,3.563030576808414,5.460934888429448,0.031833566999630476,0.3288091007530189,81.0946652925319,23.954736958956424,0.021034399503511457,14.501416080901258,7.842278779117352,6.921896469658976,6.708798677907746,3.7920267253739763
2014,CL,0,I,Sicilia,085,6.013630366621597,6.397759071808396,6.205694719214997,2410204.0,41.6088795814772,0.19023157390657078,9.226006599187073,1625317.0,72.30901568014602,85.68892750820339,-0.9188769012372744,14.253499052044916,14.29871461443681,24.5,22.158702412667882,1.4768565907137234,8.206807117242828,0.012079257183924427,0.12570255433818112,28.11815274483399,5.545225511080244,-0.5043370707140449,14.501416080901258,7.848933726364071,6.91656182056686,6.734415281013944,3.7283135959675096
2014,CN,0,NW,Piemonte,004,6.650660075902358,7.039364559441544,6.845012317671951,6143552.0,45.25439052467581,0.25013651471552084,9.646262292433315,4217036.0,1800.2684955600384,1362.242213017773,328.14561355390737,14.253499052044914,14.29871461443681,5.299999999999999,29.559936432616382,5.685296894217801,16.638356752391413,0.15640800438597333,3.0883997330706277,143.96291925450032,54.799310669122136,-0.00449368515970157,14.501416080901258,7.848933726364071,6.91656182056686,6.734415281013944,3.812299693608638
2014,CO,0,NW,Lombardia,013,7.01385002785678,7.31432088038986,7.164085454123321,4847617.0,45.217559836343405,0.22965004055254135,9.757766897595172,2728295.0,702.1031775099585,544.1057298328441,34.91739952401104,14.253499052044916,14.298714614436811,9.0,40.53389285934426,3.09609157399961,4.440760577152592,0.02769824879062492,0.7063801306028689,170.19836242126442,124.49644810918565,-0.27940817913225796,14.50141608090126,7.848933726364071,6.91656182056686,6.734415281013944,3.811485503349225
2014,CR,0,NW,Lombardia,019,6.361824903569679,6.728152107009957,6.544988505289818,2781338.0,45.217559836343405,0.22965004055254135,9.779934757341032,1518801.0,452.07411815312264,371.53706376509837,11.05905309782849,14.253499052044916,14.29871461443681,7.4,23.394396756415237,0.6043716936971976,6.847416694155698,0.01658785458238281,0.11732271276751952,8.364909614042679,2.626864944233769,-0.6160749195809857,14.501416080901258,7.851271997109883,7.123948878535947,6.758239221704693,3.811485503349225
2014,CS,0,S,Calabria,078,6.158463594117854,6.485755773097634,6.322109683607743,4915157.0,43.632649286798646,0.20130577229839755,9.242727179794565,3396116.0,380.55856790417255,388.3896533043148,-0.8682656010373537,14.253499052044916,14.29871461443681,27.8,28.472350618662485,5.930570641122477,2.970930140148651,0.013891136997602997,0.21648646427165077,56.43903659221306,4.164602280463102,-0.3479376633355584,14.501416080901258,7.851271997109883,7.123948878535947,6.758239221704693,3.7758057069697455
2014,CT,0,I,Sicilia,087,6.463635613977585,6.786548653124049,6.625092133550817,12078133.0,41.6088795814772,0.19023157390657078,9.376944247852167,6785714.0,118.40472783846153,120.05150623713438,-0.04504203487011003,14.253499052044916,14.29871461443681,19.2,34.428222072017356,1.4860355883225431,10.521403439361277,0.022572314217517472,0.3536053923546263,49.816383682667926,19.492778299834473,-0.1386400023074255,14.501416080901258,7.851271997109883,7.123948878535947,6.758239221704693,3.7283135959675096
2014,CZ,0,S,Calabria,079,6.33850957289551,6.553343277884968,6.445926425390239,3735229.0,43.632649286798646,0.20130577229839755,9.258744600877714,2450966.0,216.88949779515013,226.482902896798,-0.9525250332624645,14.253499052044916,14.29871461443681,20.4,37.72518646406342,6.796620544950294,1.4175665600681489,0.009199470759464689,0.10469339677747425,66.63724768318595,9.873374332770473,-0.3289967552785396,14.501416080901258,7.862112211662748,7.287440486132799,6.751874289472802,3.7758057069697455
2014,EN,0,I,Sicilia,086,6.407320273469832,6.731716837295072,6.569518555382452,1914141.0,41.6088795814772,0.1902315739065708,9.265004893960693,1391008.0,24.223042557034084,32.09513219488366,-0.2540114310769478,14.253499052044914,14.29871461443681,24.900000000000002,28.1941248506559,0.5309604029228998,4.34965335359998,0.004349420540896719,0.04605636467254895,22.870350481286984,8.653111008989585,-0.5031164519767654,14.501416080901258,7.862112211662748,7.287440486132799,6.751874289472802,3.7283135959675096
2014,FC,0,NE,Emilia Romagna,040,7.104891202202378,7.355474857612668,7.230183029907523,4417899.0,45.10217636109303,0.23975942743672113,9.684718577339481,2300031.0,150.9438935104013,106.45795585064205,2.552995595225269,14.253499052044916,14.29871461443681,7.7,37.961378687357325,10.308411688483268,11.079214354677827,0.16054560088764291,0.6416587226487193,260.9974410829777,44.92353670650952,0.3292923702582378,14.501416080901258,7.862112211662748,7.287440486132799,6.751874289472802,3.808930501687859
2014,FE,0,NE,Emilia Romagna,038,6.653627007975358,6.967546085899803,6.810586546937581,4713334.0,45.10217636109303,0.23975942743672116,9.674424536472179,3018036.0,67.96314405349713,52.635644403266056,0.3143852249548895,14.253499052044916,14.29871461443681,13.3,36.717868329398,1.573834425855913,12.365098568719919,0.04226604625016863,1.5571423125949213,102.08126377997966,32.95455613585051,0.026965474250050678,14.501416080901258,8.240648863374913,6.583700325771819,6.246737906510913,3.808930501687859
2014,FG,0,S,Puglia,071,6.574920638478899,6.901893957939286,6.738407298209093,3462191.0,41.913564771212435,0.2026207792013473,9.253252195081888,1913382.0,165.63302744999802,190.74695827874132,-3.4642837427664213,14.253499052044916,14.29871461443681,22.8,35.29004694844011,11.742132739791973,13.905863826407092,0.12443954670058802,5.089583171881564,312.0901039939322,48.68487235874062,0.1811597271456493,14.501416080901258,8.240648863374913,6.583700325771819,6.246737906510913,3.735609516091485
2014,FI,0,C,Toscana,048,7.425651292812144,7.77672264423429,7.601186968523217,9776756.0,44.77960662215243,0.22721145840058515,9.778804780779756,5066989.0,212.16132620590943,111.55716356930034,3.384863769314379,14.253499052044917,14.298714614436808,7.7,35.29543287897983,2.6419315741630367,23.27867611518687,0.2533773663077733,2.785682471467815,258.7829202527022,169.07436863623363,0.7533338808742251,14.501416080901256,8.240648863374913,6.583700325771819,6.246737906510913,3.801752826454766
2014,FM,0,C,Marche,109,6.796631806795107,7.048660794543334,6.9226463006692205,3457960.0,44.326515128481255,0.23040007693107245,9.53650726583115,1870032.0,127.5819631319907,107.31147511523108,1.9140466956060413,14.253499052044916,14.29871461443681,9.9,19.1694289226199,1.2572065045701333,7.85299352844381,0.06386662249893126,0.6759140205640045,74.18711605436235,10.227536320401494,-0.05549804269390867,14.501416080901258,8.242493153187626,6.5168355311311705,6.249585812971818,3.791583033631712
2014,FR,0,C,Lazio,060,6.587070713302981,6.914615008843251,6.750842861073116,4863066.0,43.88934648644635,0.2127955315763319,9.5350013333886,2586889.0,166.55481409374278,160.0125628036449,0.6561439767620427,14.253499052044916,14.298714614436808,18.5,44.30455168754131,3.298762140483956,7.137438551040414,0.015028640001096324,0.07476734378553594,85.80530161160789,37.88229612782658,-0.38199551773710844,14.501416080901258,8.242493153187626,6.5168355311311705,6.249585812971818,3.7816716137840105
2014,GE,0,NW,Liguria,010,7.1046981139885705,7.446010122286308,7.275354118137439,10436589.0,47.53139001491645,0.277922615983533,9.750742663175561,6393528.0,1154.7395027727378,936.0012726931609,125.44893092905079,14.253499052044916,14.29871461443681,10.1,34.54527657177951,5.293464163441286,8.030673324282597,0.039316885471419885,0.5168288057419927,206.21150278210004,119.51817408718745,0.013786359998045184,14.501416080901258,8.242493153187626,6.5168355311311705,6.249585812971818,3.8613903351996894
2014,GO,0,NE,Friuli Venezia Giulia,031,6.8201400564981025,6.987436120324319,6.903788088411211,2156492.0,46.2297640796133,0.2450923489768625,9.781602145004873,1343916.0,132.89718134498867,91.81987074744671,4.007203152331127,14.253499052044916,14.29871461443681,8.7,32.859275319355795,5.052450349343682,11.668727133855468,0.23631037869470115,6.687658921862487,233.42938247504142,151.2929678736429,0.044486588944188846,14.501416080901258,8.232706009860976,6.524545720479143,6.265035796273708,3.8336238347989946
2014,GR,0,C,Toscana,053,7.3969829967436524,7.737671077031819,7.567327036887735,2720211.0,44.779606622152436,0.22721145840058513,9.575449269726798,1938537.0,107.59097561360757,79.87599510547881,1.4441451582883433,14.253499052044916,14.29871461443681,7.900000000000001,27.740172551698105,10.932542118719688,14.075827358288786,0.26337484492818924,5.714040658154633,532.9740266957197,124.67697838956535,1.0292024394063586,14.501416080901258,8.232706009860976,6.524545720479143,6.265035796273708,3.8017528264547664
2014,IM,0,NW,Liguria,008,7.174865507444535,7.499240325035368,7.337052916239951,3129307.0,47.52298780277533,0.27782008424453664,9.522977250353968,2807183.0,486.3268213471612,418.2355637105667,19.90823880970907,14.253499052044916,14.29871461443681,13.8,24.93793854713513,5.881854762933711,12.30136365603644,0.07468755010870538,1.6747363760678668,275.6936084982769,122.11174832370911,0.21252921214912965,14.501416080901258,8.232706009860976,6.524545720479143,6.265035796273708,3.86121354771539
2014,IS,0,S,Molise,094,6.09272092873438,6.4939539882234,6.29333745847889,610725.0,51.13186809829073,0.3210337515354107,9.314540187993854,412977.0,155.5267865744831,150.5853000445246,1.3398906767198284,14.253499052044916,14.29871461443681,18.6,32.11177425745165,1.3013122388935856,13.054868141043052,0.04564688172589747,0.34263050229966446,11.807281123300722,0.9104969336098097,-0.4753686616307778,14.501416080901256,8.223358899479258,6.613692542632497,6.291860343849131,3.934407944671116
2014,KR,0,S,Calabria,101,6.281304202624682,6.53839533626142,6.409849769443051,2073226.0,43.632649286798646,0.20130577229839755,9.1861872176397,1234047.0,71.35852235913609,56.63639588761357,0.6649097397565561,14.253499052044916,14.29871461443681,27.2,47.108538479947434,7.093688920500712,1.1917818234993054,0.002782656423182127,0.04207592671952963,72.38497740936927,5.088125813624822,-0.25811233709835485,14.501416080901258,8.223358899479258,6.613692542632497,6.291860343849131,3.7758057069697455
2014,LC,0,NW,Lombardia,097,6.915099533052989,7.1704698913299545,7.042784712191472,3017461.0,45.21755983634341,0.22965004055254135,9.853616769937217,1795934.0,417.89350867837686,356.98939917284304,40.08159812625727,14.253499052044916,14.29871461443681,7.3,31.647613067343695,2.3945437168214823,5.193769327224361,0.025896008555839154,0.3120217093405937,66.28365997090218,43.57342766009266,-0.30155069000479523,14.501416080901258,8.223358899479258,6.613692542632497,6.291860343849131,3.811485503349225
2014,LE,0,S,Puglia,075,6.359023286798535,6.6289896296549715,6.494006458226752,8577304.0,41.913564771212435,0.2026207792013473,9.329151843104958,5546413.0,128.95030280474953,126.8310901981271,0.06607370157599572,14.253499052044916,14.29871461443681,25.8,23.107641196141373,4.678198504236314,14.92074903505767,0.06384511540742104,1.9085212759597427,110.43721292686712,17.270423842193853,0.01874614908422281,14.50141608090126,8.20849175174038,6.649217055530189,6.290373372601977,3.735609516091485
2014,LI,0,C,Toscana,049,7.632953337554177,7.939681431513163,7.78631738453367,3391952.0,44.77960662215243,0.22721145840058513,9.707658717530201,2004045.0,124.46687804403375,103.22039122974131,1.8970032356341158,14.253499052044916,14.29871461443681,8.8,36.24327340952797,27.163918068891906,14.665724951178085,0.3711655402617748,12.401307350343549,907.889074287904,316.29633630416146,1.2331128594311769,14.501416080901258,8.20849175174038,6.649217055530189,6.290373372601977,3.801752826454766
2014,LO,0,NW,Lombardia,098,6.76561937541616,7.025724658971028,6.895672017193594,2500848.0,45.217559836343405,0.22965004055254135,9.835319955856617,1353912.0,327.43238934644376,267.55715202039045,36.5149161893475,14.253499052044917,14.298714614436808,8.9,31.828214699700396,0.6110325857374278,4.832160162907424,0.007124338375562057,0.041609528974666445,7.729314316023973,4.068001015269548,-0.6281019224905514,14.50141608090126,8.20849175174038,6.649217055530189,6.290373372601977,3.811485503349225
2014,LT,0,C,Lazio,059,6.968970457243341,7.303048250879086,7.136009354061213,8432520.0,43.88934648644635,0.21279553157633194,9.4486232998912,4780462.0,167.76537981180292,125.09510774068595,3.041853397947029,14.253499052044916,14.298714614436808,15.9,40.35345988157089,4.252675998541765,7.623560224776029,0.04410153329737038,0.4611502247370002,138.4399889280737,22.127069069908533,0.05714488283338838,14.50141608090126,8.192570471152173,6.571050023240648,6.302778642786241,3.7816716137840105
2014,LU,0,C,Toscana,046,7.113538183042166,7.367966696847439,7.240752439944803,4314480.0,44.77960662215243,0.22721145840058515,9.665224163941343,2565588.0,185.58042335510586,145.04892195796168,3.374041230459771,14.253499052044916,14.29871461443681,17.4,40.967149725721264,5.794304335949234,19.45186882153564,0.19101418269271558,1.4856926988005372,171.4733989840127,71.15732265895629,0.5704999898934244,14.50141608090126,8.192570471152173,6.571050023240648,6.302778642786241,3.801752826454766
2014,MB,0,NW,Lombardia,108,7.228451423324258,7.4387474821191155,7.333599452721686,9386379.0,45.217559836343405,0.22965004055254135,9.909764327296305,4781087.0,826.852978697286,482.0537344295789,6.736017453539283,14.253499052044916,14.29871461443681,8.5,50.97672245222245,0.6367494147742774,9.46639171639015,0.005631633719500312,0.04157910051436284,22.37703048462057,5.759467917047714,-0.47997989931654517,14.501416080901258,8.192570471152173,6.571050023240648,6.302778642786241,3.811485503349225
2014,MC,0,C,Marche,043,6.771204291260013,7.093831752783574,6.932518022021794,2869084.0,44.326515128481255,0.23040007693107245,9.614266957071763,1550061.0,174.9190740012656,143.8567901617325,4.503855158249421,14.253499052044916,14.29871461443681,9.1,30.717199471602537,1.6268501037296312,8.589746367596579,0.05509519436284461,0.6568628837081242,75.02717160424237,12.964030508756595,0.09830954096845537,14.501416080901258,8.188411308079031,6.755871159563773,6.338952477741984,3.791583033631712
2014,ME,0,I,Sicilia,083,6.539899031186851,6.915580522265317,6.727739776726083,6479299.0,41.6088795814772,0.19023157390657078,9.330919940941568,4272598.0,287.3302655778966,293.5302108907288,-0.6927611874258717,14.253499052044916,14.29871461443681,22.1,36.9715172428879,6.401803515487429,10.492899034534378,0.06621185153008136,0.9278443462411418,163.13354780307864,85.93700031435267,-0.1646431244891286,14.501416080901258,8.188411308079031,6.755871159563773,6.338952477741984,3.7283135959675096
2014,MI,0,NW,Lombardia,015,7.2594339223292685,7.463726759200438,7.361580340764853,46964248.0,45.217559836343405,0.22965004055254135,9.926436805529175,26585907.0,925.6297322548801,539.6403963320219,11.178534528412836,14.253499052044916,14.29871461443681,8.4,61.741974745778535,1.475600855486676,4.916448653131318,0.0075654959000760755,0.03961545276853142,91.74017278196379,36.35760105283864,-0.2912302213804698,14.501416080901258,8.188411308079031,6.755871159563773,6.338952477741984,3.811485503349225
2014,MN,0,NW,Lombardia,020,6.430161865608623,6.698337963479811,6.5642499145442175,6209188.0,45.217559836343405,0.22965004055254135,9.731281001935132,3181827.0,205.5991660452338,159.6862903496797,2.2069961458504688,14.253499052044916,14.29871461443681,7.6,30.495181971565852,0.5911051929350934,10.526759513253317,0.03713700848833119,0.21054213799885843,42.424366415846684,15.863347555842802,-0.26895166823133887,14.50141608090126,8.198089248956116,6.566389779642495,6.353392049824964,3.811485503349225
2014,MO,0,NE,Emilia Romagna,036,6.842303323533673,7.146951655150827,6.994627489342251,7100331.0,45.10217636109303,0.23975942743672118,9.776344174112563,3808976.0,248.46233962900462,190.16794586437317,3.083599410916789,14.253499052044917,14.29871461443681,7.9,60.58873191546056,5.152687985397535,4.522609322272099,0.022004975339250155,0.1813696470677451,73.555340756914,17.476908753511818,0.06002787967894692,14.501416080901256,8.198089248956116,6.566389779642495,6.353392049824964,3.808930501687859
2014,MS,0,C,Toscana,045,6.986849203917763,7.34446161279279,7.165655408355277,2873547.0,44.77960662215243,0.2272114584005851,9.679831385149576,1791323.0,90.88175177852867,78.59964922187767,0.8156206162496463,14.253499052044916,14.298714614436808,16.4,35.549815169308424,3.6952583239007586,15.231535828509328,0.08402240832658467,0.9622714974293618,73.21363735583121,20.739913363502904,0.3147889565743906,14.501416080901258,8.198089248956116,6.566389779642495,6.353392049824964,3.801752826454766
2014,MT,0,S,Basilicata,077,6.173642317880755,6.507033938744603,6.340338128312679,2300624.0,46.42884521964832,0.2590747431910616,9.292607395923193,1355101.0,97.70655909172717,94.98408530898554,0.3010160699428551,14.253499052044916,14.298714614436808,17.0,42.901482643461414,6.140801167442684,11.310922691671504,0.04169185816651946,0.49164954736454,97.96399048152855,9.156589747790484,-0.10523832350251058,14.501416080901258,8.205491613120236,6.560311600187059,6.3782498945369825,3.837920930295616
