prov,year,covid,location,region,prov_istat,log_buy_min,log_buy_max,log_buy_avg,population,reg_age_avg,over65,log_median_income,dwellings,prov_immigration,prov_emigration,prov_net_movements,log_real_gdp,log_nominal_gdp,unemployment_prov,ratio_hotel_beds,ratio_hotel_mun,ratio_str_beds,ratio_str_mun,ratio_str_mun_beds,ratio_arrivals,ratio_arrivals_foreigners,tourism_score,log_tour_employed,log_population,growth_log_buy_min,growth_log_buy_max,growth_log_buy_avg,growth_log_nominal_gdp,growth_log_median_income,growth_log_population
AG,2015,0,I,Sicilia,084,6.252530945929947,6.599764217811399,6.426147581870673,3113968.0,42.62135095403836,0.2032806754613541,9.266544648081226,2251512.0,35.73130220939255,38.97662231831904,-0.03683864429322383,14.253485175775594,14.307685758791632,26.2,42.71402778823196,2.8714741110764725,4.186864314465829,0.05064108852124281,0.5770322297686457,57.04581824864016,23.64636423211759,-0.2544429138481694,14.51600418716716,14.951408355151155,-0.023588555796509425,-0.027049081284783227,-0.025318818540647214,0.008971144354822158,-0.010961153139643187,0.09645783126554441
AG,2016,0,I,Sicilia,084,6.22767643401377,6.571661763212155,6.3996690986129625,3102862.0,42.74720391116313,0.20844158497539705,9.266924473111397,2261260.0,34.16895858727849,40.82718512731046,-0.0762784131885349,14.262302861817256,14.324300731606444,24.3,42.195436154550904,2.851113731142974,4.885644740859268,0.05493727466418822,0.5933033687704293,58.56241600343299,22.95046345729356,-0.20515809667377838,14.57109013709187,14.947835469351002,-0.02485451191617738,-0.028102454599244098,-0.026478483257710295,0.01661497281481239,0.00037982503017097713,-0.003572885800153358
AG,2017,0,I,Sicilia,084,6.200750585472771,6.553014470553615,6.376882528013193,3571507.0,42.69233994157196,0.20769644867492135,9.29699040306393,2605233.0,33.30181276247037,43.74302782979342,-0.11823258662378473,14.274589284506764,14.348991618246794,23.0,41.31399793853955,2.8933531653888007,5.489366535235174,0.05701686623225606,0.6028309020395312,64.00224340250605,27.005220579652885,-0.10740217777921066,14.615952632066216,15.088498193536044,-0.026925848540998665,-0.018647292658539705,-0.022786570599769185,0.02469088664035013,0.03006592995253321,0.14066272418504155
AG,2018,0,I,Sicilia,084,6.193494465870167,6.5425352686270895,6.368014867248628,3542223.0,43.77377781654883,0.21846025858873333,9.305179422919485,2608811.0,33.004553668195584,44.45511310410018,-0.1317387593996389,14.290499049859632,14.37197452698985,27.6,40.39432640261255,2.930189341240861,7.332674357219133,0.060847832627952195,0.6402819696852539,63.899039488791175,26.575186015670138,-0.0859831591020367,14.609780537731918,15.080265054123446,-0.007256119602604194,-0.010479201926525405,-0.008867660764565244,0.02298290874305664,0.008189019855555202,-0.008233139412597623
AG,2019,0,I,Sicilia,084,6.173251781446996,6.523481334686928,6.348366558066961,3529636.0,43.338953058870395,0.23105349728161415,9.326451532469063,2626238.0,34.88044708722514,45.569218204541826,-0.12421749493712499,14.298731536878893,14.390855927691584,23.6,37.475828900854424,2.8494691100586698,7.914947601857875,0.06852794262290375,0.6964602605793837,76.04025944780103,32.483190823202555,-0.07100069095626191,14.631583527526258,15.076705307445335,-0.02024268442317112,-0.019053933940161194,-0.019648309181667045,0.018881400701733497,0.021272109549578033,-0.0035597466781105425
AG,2020,1,I,Sicilia,084,6.155843907805664,6.502603043013179,6.329223475409422,3393816.0,43.75610535814634,0.21987776925390745,9.332383869691704,2562494.0,34.88591587186838,53.36504656169957,-0.22050716778504842,14.303013979455953,14.405554007743987,22.0,33.56339052294149,2.6828714530278748,9.89214390167547,0.06969154723974716,0.6901222905963815,33.85953565652293,5.076591872891293,-0.15205121674044061,14.491113229758247,15.037465509989094,-0.01740787364133123,-0.020878291673748883,-0.019143082657539168,0.014698080052403029,0.005932337222640527,-0.03923979745624173
AG,2021,1,I,Sicilia,084,6.124297591853738,6.467463888527634,6.295880740190686,3341348.0,43.97324815956593,0.23138952884351685,9.330298478040335,2562494.0,35.79807587942433,48.078719405813466,-0.14979709735887936,14.210150370913528,14.328341310116052,21.8,36.328456723368014,2.7879065984230254,8.952258313949068,0.0713383957974538,0.7325989565184805,52.21304432298584,10.098338678397331,-0.05814989435669202,14.452257213884272,15.021884876345581,-0.031546315951926474,-0.035139154485545276,-0.033342735218735875,-0.07721269762793526,-0.00208539165136834,-0.015580633643512698
AG,2022,1,I,Sicilia,084,6.095208640973295,6.457383888211916,6.276296264592606,3341779.0,44.89178061665652,0.23388719420689114,9.376046926303983,2562494.0,39.648058054937245,45.42750470982176,-0.07064604526789835,14.295695409344063,14.426637919319788,19.3,35.395541527332554,2.7751024706589136,10.95090832312792,0.08152763287023225,0.781325772989971,78.83639203536742,25.206256027554616,0.026164420214576628,14.588913808049881,15.022013857883893,-0.02908895088044261,-0.01008000031571843,-0.019584475598080076,0.09829660920373584,0.0457484482636481,0.00012898153831208958
AG,2023,1,I,Sicilia,084,6.083426838472686,6.45946946618172,6.271448152327203,3322186.0,44.196541622216394,0.23024327249487975,9.442036113245546,2562494.0,43.573907431076606,48.89685635021381,-0.06550057211870984,14.342781042569822,14.507693573866822,16.2,34.47840219315601,2.7487828099409533,12.206716529102078,0.09685381312723912,0.9453787566135585,88.1645126716903,33.109336267723656,0.09295017102672437,14.645884731497906,15.016133557955223,-0.011781802500609118,0.002085577969804575,-0.004848112265403159,0.08105565454703445,0.06598918694156275,-0.0058802999286697855
AG,2024,1,I,Sicilia,084,6.060254529890129,6.4454484910390555,6.252851510464592,3305676.0,44.61438488891594,0.24075714711733945,9.517819180832499,2562494.0,44.811852194414655,50.881237903324035,-0.07543628113998023,14.352490699316046,14.577531396238827,15.7,37.10611490619666,2.2520934647902346,13.514605196884707,0.042603676281215634,0.42475781970718846,91.69733832472764,36.261443653524736,0.052193857514260894,14.657415865352215,15.011151548930673,-0.023172308582557477,-0.01402097514266476,-0.018596641862610674,0.06983782237200487,0.07578306758695241,-0.004982009024550038
AL,2015,0,NW,Piemonte,006,6.607867288426362,6.935689392600829,6.771778340513595,1830596.0,45.94846739889146,0.2545785094413764,9.79712226986868,1089661.0,45.738840315389695,39.25440152523069,0.07719568764969859,14.253485175775596,14.307685758791632,11.5,69.06576794909111,1.5291091814761908,6.218235180406234,0.01729206033921772,0.10674892579118359,80.78384668306582,35.22032133349115,0.11669990029635871,14.51600418716716,14.420152154854497,-0.016734024209270615,-0.01988846324241944,-0.018311243725844584,0.008971144354822158,0.013655388796282253,-0.0016281977028942407
AL,2016,0,NW,Piemonte,006,6.6080151695287705,6.9285410042307785,6.768278086879775,1829174.0,46.33253327992292,0.2524227468308138,9.814438969305906,1093967.0,48.53205116038521,38.60690073144855,0.12078011877131187,14.262302861817254,14.324300731606444,10.8,68.55807160758549,1.4506685905091787,6.538972596441395,0.01781700047877436,0.11193112343966483,86.26956955872804,35.94474734319454,0.14514476759605274,14.57109013709187,14.419375056801035,0.00014788110240893104,-0.007148388370050718,-0.0035002536338204493,0.01661497281481239,0.01731669943722558,-0.0007770980534616001
AL,2017,0,NW,Piemonte,006,6.609588002010871,6.928838548635114,6.7692132753229926,1920036.0,46.24480946738219,0.24563717982495153,9.824617373982786,1147014.0,52.88370671154976,40.405777307569544,0.15225827272638628,14.274589284506764,14.348991618246792,11.6,65.22403863292782,1.428874201962897,6.641834256912428,0.02164096775223692,0.1301757807188982,86.32346024171709,39.16672378574612,0.1290467310599801,14.615952632066215,14.467854493828185,0.0015728324821004946,0.0002975444043356035,0.000935188443217605,0.024690886640348353,0.010178404676880248,0.048479437027149075
AL,2018,0,NW,Piemonte,006,6.601347350731904,6.9182770471675425,6.7598121989497235,1944195.0,46.878978339040856,0.258213347142958,9.82766122882171,1163948.0,57.084744895673246,43.85976850334833,0.16195224186318305,14.290499049859632,14.371974526989852,10.0,63.13775944859717,1.4071378959828411,3.0425076934856086,0.007843133906374911,0.0666626482182921,84.88886097249652,38.478282324697226,0.06061255227966642,14.609780537731918,14.480358567613921,-0.008240651278967448,-0.01056150146757151,-0.009401076373269035,0.022982908743060193,0.00304385483892311,0.01250407378573648
AL,2019,0,NW,Piemonte,006,6.579512974345823,6.904612422346176,6.7420626983459995,1939685.0,46.01780169572052,0.2702130467227311,9.844314712916796,1163948.0,54.005069630344934,43.27494982002206,0.13172083050660563,14.298731536878893,14.390855927691584,9.2,57.84785218307112,1.3249235634367154,2.6075606929193507,0.006264144385230928,0.05493217691891698,83.96551710725694,39.925768702055585,0.030084779853525184,14.631583527526258,14.47803614672187,-0.021834376386080656,-0.013664624821366544,-0.017749500603724044,0.01888140070173172,0.01665348409508738,-0.002322420892051369
