prov,year,covid,location,region,prov_istat,log_buy_min,log_buy_max,log_buy_avg,population,reg_age_avg,over65,log_median_income,dwellings,prov_immigration,prov_emigration,prov_net_movements,log_real_gdp,log_nominal_gdp,unemployment_prov,ratio_hotel_beds,ratio_hotel_mun,ratio_str_beds,ratio_str_mun,ratio_str_mun_beds,ratio_arrivals,ratio_arrivals_foreigners,tourism_score,log_tour_employed,log_population,growth_log_buy_min,growth_log_buy_max,growth_log_buy_avg,growth_log_nominal_gdp,growth_log_median_income,growth_log_population
FI,2019,0,C,Toscana,048,7.333290103365352,7.682575460079948,7.50793278172265,9488090.0,46.4847707089806,0.2713152480396638,9.857476788005076,4914464.0,104.86419660312554,76.30609833137358,0.2538414044221743,14.298731536878893,14.390855927691584,6.2,35.09811707912125,2.578209288579161,23.597644992735518,0.2669260992331558,1.7533370790186011,275.9924738901758,176.39913201915923,0.7798103309890333,14.631583527526258,16.06554788584076,-0.015312254750218912,-0.010907806071562831,-0.013110030410890872,0.01888140070173172,0.02388776881105592,-0.0021477558425608834
FI,2020,1,C,Toscana,048,7.319738259961178,7.6719188089493695,7.495828534455273,9449077.0,46.27329735720798,0.2387713488106023,9.869301187207222,4914464.0,126.65706632120829,82.61453809675623,0.389511730801813,14.303013979455951,14.405554007743989,6.0,33.80195773271805,2.4945772719195722,24.675718251170636,0.3077210299492109,1.8744622813041991,79.664247064286,27.604596887594614,0.5874867301801356,14.491113229758247,16.061427622742038,-0.013551843404173702,-0.010656651130578787,-0.012104247267377133,0.014698080052404805,0.011824399202145841,-0.004120263098723598
FI,2021,1,C,Toscana,048,7.320798471741203,7.671669407266677,7.496233939503941,9485990.0,47.37494485513152,0.2861636134272045,9.840646804383098,4914464.0,101.72520285391647,78.66265447658175,0.20509163856547727,14.210150370913528,14.328341310116052,6.2,31.865660184527705,2.3068493617719312,24.442737833351465,0.3035628323626326,1.8587827369210217,136.20721582999076,53.337364765226184,0.6584973589026358,14.452257213884272,16.065326531233993,0.0010602117800253552,-0.0002494016826926071,0.00040540504866726224,-0.07721269762793703,-0.028654382824123914,0.0038989084919549555
FI,2022,1,C,Toscana,048,7.326798034854021,7.672904893225743,7.499851464039882,9366007.0,47.509470647361205,0.2650700070766048,9.884527371613121,4914464.0,111.68546904876594,86.06201616373541,0.22807115432805528,14.295695409344063,14.426637919319788,6.1,31.690753249335636,2.323764893018974,24.373458213209236,0.30112005474157594,1.8263138399504917,234.5336775354502,128.52411735109035,0.7480065209501545,14.588913808049881,16.0525974161095,0.005999563112817796,0.001235485959066196,0.003617524535941108,0.09829660920373584,0.04388056723002265,-0.012729115124493262
FI,2023,1,C,Toscana,048,7.322674726203933,7.669361222004425,7.496017974104179,9379327.0,47.58211023047225,0.26033046513413105,9.94107435944522,4914464.0,134.3572577130674,84.36885665349494,0.44516120398464654,14.342781042569822,14.507693573866824,4.5,31.11124951602944,2.220653663719065,24.72629486965412,0.3408940314566183,1.93410463468895,276.39592329891275,169.5436507520243,0.7896921100477842,14.645884731497906,16.054018570007514,-0.004123308650088475,-0.0035436712213181565,-0.0038334899357028718,0.08105565454703623,0.05654698783209966,0.001421153898014893
FI,2024,1,C,Toscana,048,7.3171763225062545,7.671483615736452,7.494329969121354,10807997.0,47.531672746003,0.2757701675806967,10.011686732844282,5687830.0,130.60723483444468,82.0272071346652,0.4301542168037781,14.352490699316045,14.577531396238825,2.7,30.24360900898958,2.2512393595456692,26.376399866110415,0.4178622199349993,2.18762392671069,276.09897299568684,178.41208984348012,0.8220973733381067,14.657415865352215,16.195796881049965,-0.005498403697678178,0.0021223937320273834,-0.0016880049828245092,0.06983782237200131,0.07061237339906157,0.14177831104245087
FM,2015,0,C,Marche,109,6.961724889790074,7.243286351494049,7.102505620642062,2777102.0,45.33060119894768,0.2364823679935596,9.623838453092265,1470492.0,18.6127938786742,15.323986681254189,0.030403684819286847,14.253485175775598,14.30768575879163,8.6,36.4045225513917,2.1886548396156256,4.019244254849882,0.02377866097098857,0.16237039389327926,122.74655820970769,19.605704823540336,0.15590164680834087,14.51600418716716,14.836918495898876,-0.05455994123107111,-0.0358678838287112,-0.045213912529891154,0.008971144354820382,0.015563183179457596,-0.0007868418569536573
FM,2016,0,C,Marche,109,6.9433391409789795,7.2242768027236295,7.083807971851304,2768514.0,45.15627188138395,0.21333925258606376,9.6399484716424,1470492.0,17.777705340994228,15.3844149000865,0.02227687735606142,14.262302861817254,14.324300731606444,7.3,34.74213130031664,2.141545402823274,4.364445241806423,0.03100011717425711,0.20221070894281146,123.97878241209133,17.873154090016786,0.17236464582060773,14.57109013709187,14.833821272122385,-0.018385748811094338,-0.019009548770419826,-0.018697648790758414,0.016614972814814166,0.016110018550135052,-0.0030972237764910204
FM,2017,0,C,Marche,109,6.9327844840622195,7.213916560607341,7.07335052233478,2758542.0,46.61070866858987,0.2540126102737809,9.654579055166998,1470492.0,19.891375341744226,16.499326903669814,0.031798968800102405,14.274589284506765,14.348991618246794,8.7,32.88687633402804,2.124291044390208,6.971338589341394,0.04134407292982829,0.28510146437301515,108.46192369426632,14.99237882604044,0.1427432139839621,14.615952632066215,14.830212837244837,-0.010554656916760052,-0.010360242116288276,-0.010457449516523276,0.02469088664035013,0.014630583524597895,-0.003608434877548916
FM,2018,0,C,Marche,109,6.9274672603315794,7.2090139914935145,7.068240625912548,2754028.0,45.86446948728184,0.2641504477280837,9.65268063648554,1470492.0,19.777233513334497,15.899911946711493,0.03664825807754935,14.290499049859632,14.371974526989854,5.7,30.6045982261908,2.143168239406843,1.9674095120237776,0.0370498981484618,0.09497041941706144,102.26429680192724,16.6318871077778,0.1239363951733534,14.609780537731918,14.828575125248829,-0.0053172237306400305,-0.004902569113826694,-0.005109896422232474,0.022982908743060193,-0.001898418681458125,-0.0016377119960075959
FM,2019,0,C,Marche,109,6.916920492174239,7.198684180088809,7.057802336131522,2747308.0,46.521314937064986,0.2414946890054381,9.670622682547798,1470492.0,18.799522522140492,16.396958060816747,0.022823688283672174,14.298731536878895,14.390855927691584,5.8,29.512766714800172,2.0647532306557106,3.326988724387843,0.0697882972782639,0.17861727489845478,114.8446063583476,18.295662440420774,0.2746694938120557,14.631583527526258,14.826132081107428,-0.010546768157340125,-0.01032981140470568,-0.010438289781025567,0.018881400701729945,0.01794204606225769,-0.002443044141401174
FM,2020,1,C,Marche,109,6.915563770330085,7.199538159856353,7.057550965093219,2736004.0,46.520653579871244,0.25688316965989294,9.681494260121275,1470492.0,21.005516819406957,18.579836268435443,0.023278800527283382,14.303013979455951,14.405554007743989,4.8,27.7579445069482,2.0028738351187476,5.857159067055031,0.11843172483708432,0.34671023689434755,76.60069533318415,6.705881645078579,0.27379747579038327,14.491113229758247,14.822009019711814,-0.0013567218441545847,0.0008539797675437555,-0.00025137103830363827,0.014698080052404805,0.010871577573476898,-0.004123061395613803
FM,2021,1,C,Marche,109,6.913898354783327,7.201629166320348,7.057763760551837,2702956.0,45.702439844863065,0.24212290400750114,9.660425998081015,1470492.0,17.608332890657863,17.252459215394044,0.0034740903329091863,14.210150370913528,14.328341310116052,4.8,30.101551797090135,2.0153918357074914,13.478350842064021,0.09847087027330188,0.5853335744774664,118.71924705574632,10.60942775167194,0.36166356638983665,14.452257213884273,14.809856546916697,-0.0016654155467579201,0.002091006463995626,0.00021279545861840887,-0.07721269762793703,-0.021068262040259356,-0.01215247279511722
FM,2022,1,C,Marche,109,6.913577868417402,7.202687927926335,7.058132898171869,2681310.0,47.75755263598897,0.2743426155381647,9.705819535367615,1470492.0,21.885348668973336,17.22236227336103,0.0460119090222623,14.295695409344063,14.42663791931979,4.4,30.14711322428445,1.9780408693752358,13.438572969934432,0.10893087336103663,0.6165203864570771,135.37051923881896,19.991708626856433,0.4078614836668037,14.588913808049881,14.801816039030466,-0.00032048636592474367,0.0010587616059867244,0.00036913762003187855,0.09829660920373762,0.045393537286599894,-0.00804050788623023
FM,2023,1,C,Marche,109,6.916397016926852,7.206864708920319,7.061630862923585,2678870.0,47.276992635012206,0.26656745103836976,9.761065819792712,1470492.0,24.38791741549508,18.915836222544662,0.05427329235971778,14.342781042569822,14.507693573866824,3.1,29.52535959864198,2.006099026452351,14.404385416922729,0.1377530817333998,0.6727884896369991,144.74100115197757,22.63037291178494,0.4534757692535138,14.645884731497906,14.8009056217801,0.0028191485094497537,0.00417678099398433,0.003497964751716154,0.08105565454703445,0.05524628442509716,-0.0009104172503668906
FM,2024,1,C,Marche,109,6.923923150951542,7.2150791465934905,7.069501148772516,2673334.0,47.41762470722174,0.26037142049121487,9.826591645791655,1470492.0,25.125906248673264,19.082107178046453,0.060457420779443875,14.352490699316043,14.577531396238827,3.8,28.491771113436393,1.9953218465275278,16.560306360275863,0.18249513036024267,0.8151597142717121,143.7054829774785,22.118347442983005,0.5013060796203415,14.657415865352215,14.798836940551116,0.0075261340246903785,0.008214437673171204,0.007870285848930791,0.06983782237200309,0.06552582599894308,-0.0020686812289838485
FR,2015,0,C,Lazio,060,6.817069130498857,7.138157906689134,6.977613518593996,4291218.0,42.64955373004006,0.18572315599972766,9.617649829545524,2189388.0,44.33560648595422,44.28151668544269,0.0006437278927559488,14.253485175775596,14.307685758791632,16.3,54.59348971034715,4.895853342271952,5.458523954052759,0.012657233471431648,0.05800822393071813,167.33870192135424,77.77123308586063,-0.1985057439327426,14.51600418716716,15.27208116669157,-0.003106565328205413,-0.002531421542212975,-0.002818993435209194,0.008971144354822158,0.0060884629970932025,-0.002219747437619546
FR,2016,0,C,Lazio,060,6.814188791733201,7.135163421313175,6.974676106523189,4279276.0,44.20450969616019,0.21527117827297085,9.639362408914621,2189388.0,44.5861800052639,43.509961867205796,0.012845494685485185,14.262302861817254,14.324300731606444,16.8,52.953002049427056,5.244675106250447,5.679113840571479,0.014875670747870674,0.06645778170551744,162.74908275421356,69.82201417741862,-0.1899737442104535,14.57109013709187,15.269294394370498,-0.0028803387656557433,-0.002994485375959144,-0.0029374120708069995,0.01661497281481239,0.02171257936909754,-0.002786772321073272
FR,2017,0,C,Lazio,060,6.804325592842006,7.123014812004734,6.96367020242337,4265139.0,43.88151360277541,0.22234201292344857,9.656030693462057,2189388.0,44.558213440234276,45.476470848408866,-0.01102692321509995,14.274589284506764,14.348991618246792,18.0,52.60757435748089,5.232372759061166,5.624712586622422,0.015580233496229043,0.06794478180540393,161.10259319057047,67.88688114595999,-0.1889299821808348,14.615952632066215,15.265985329232649,-0.009863198891195246,-0.01214860930844086,-0.011005904099818942,0.024690886640348353,0.01666828454743552,-0.003309065137848677
FR,2018,0,C,Lazio,060,6.7890916373611185,7.104841845798137,6.946966741579628,4159080.0,43.63072779288965,0.2274396766256218,9.665670495174618,2141859.0,48.36453889327335,44.41881976000742,0.04751774307333073,14.290499049859632,14.371974526989852,18.7,51.943738415512854,5.37895658058075,5.964890392268499,0.018262884842810957,0.07312385389015688,172.30875047438641,74.41143215843871,-0.17062199283813262,14.609780537731918,15.240804453933174,-0.015233955480887573,-0.018172966206597252,-0.016703460843742413,0.022982908743060193,0.00963980171256118,-0.025180875299474437
FR,2019,0,C,Lazio,060,6.784635940747678,7.099938812347374,6.942287376547526,4147128.0,46.418143833833085,0.23533623628905836,9.681289898376935,2141859.0,52.05159787622567,43.64795525951125,0.10172432811552427,14.298731536878893,14.390855927691584,14.3,51.8929665704458,5.225197522173179,5.960867725094438,0.018663530382112773,0.07320982833281114,168.93202079924112,76.85983019751761,-0.1738691649512963,14.631583527526258,15.23792660443822,-0.004455696613440807,-0.004903033450762706,-0.004679365032101757,0.01888140070173172,0.015619403202316917,-0.0028778494949541766
FR,2020,1,C,Lazio,060,6.7807418237215815,7.097261000785205,6.939001412253393,4119975.0,45.115072570893176,0.22268050659775904,9.695224261570996,2141859.0,47.17514658984009,51.72004685491811,-0.05555786142473732,14.303013979455951,14.405554007743989,11.3,50.512221752811115,5.30625126042578,7.992045962228035,0.02113433508669914,0.13202321359166516,51.64597645708616,8.188252829384236,-0.23146581807925537,14.491113229758247,15.231357653346134,-0.003894117026096211,-0.0026778115621688414,-0.0032859642941325262,0.014698080052404805,0.013934363194060495,-0.00656895109208655
FR,2021,1,C,Lazio,060,6.720978894286109,7.043858292181724,6.882418593233917,4061394.0,45.817300418952705,0.2316467145538048,9.687164388453777,2129949.0,41.949355410689655,45.8156137228771,-0.04645665246667295,14.210150370913528,14.328341310116052,10.9,50.007773988118046,5.51143357819266,8.272247555634518,0.023123088417061385,0.13945564601559157,63.39111387386997,6.091183672756182,-0.17451497572830588,14.452257213884272,15.217036822400573,-0.05976292943547268,-0.05340270860348095,-0.056582819019476815,-0.07721269762793703,-0.008059873117218785,-0.014320830945560914
FR,2022,1,C,Lazio,060,6.67837913205351,7.0020414063682415,6.840210269210875,4041704.0,45.02707470708941,0.22682827438948816,9.732558240137463,2129949.0,48.045486074371354,48.52694017948417,-0.00579886070457007,14.295695409344063,14.426637919319788,9.0,49.66985484988603,5.492870529286058,8.414011091336016,0.02440719071992016,0.14696232817414323,118.53841673295342,26.08187272800494,-0.13337013329723396,14.588913808049881,15.212176943190451,-0.04259976223259887,-0.04181688581348286,-0.042208324023041754,0.09829660920373584,0.04539385168368604,-0.004859879210121321
FR,2023,1,C,Lazio,060,6.607211266918821,6.927576716692041,6.767393991805431,4023889.0,46.020427026167695,0.24969668949351864,9.787987888397858,2129949.0,50.3880542588379,51.10070489024123,-0.008637612885520559,14.342781042569822,14.507693573866824,10.1,49.469800600906524,5.137380401298689,8.500705886170374,0.02440719071992016,0.14746342070680868,149.63993730078988,50.323389499090794,-0.07526254003310862,14.645884731497906,15.207759405888211,-0.0711678651346892,-0.07446468967620046,-0.07281627740544394,0.08105565454703623,0.05542964826039487,-0.004417537302240149
FR,2024,1,C,Lazio,060,6.52257303080076,6.843322859033588,6.682947944917173,3998898.0,46.764860828854154,0.24908675365456814,9.861907088878672,2129949.0,50.727590684945355,50.00120321637354,0.00885270932686911,14.352490699316045,14.577531396238825,6.2,45.433321652738975,6.56555079424775,13.783209156956879,0.061090164314124354,0.26020422631857026,156.26169710327835,54.32695689536144,0.13035245950412488,14.657415865352215,15.201529381127068,-0.0846382361180611,-0.08425385765845306,-0.08444604688825752,0.06983782237200131,0.07391920048081424,-0.006230024761142872
GE,2015,0,NW,Liguria,010,7.582643688222549,7.9322165591876646,7.757430123705107,9766224.0,47.88273746168483,0.2795071216123848,9.84243649808218,5841718.0,87.20428916571917,78.51156234560696,0.1132558712291734,14.253485175775596,14.307685758791632,8.3,45.04883999475171,3.6419495426408144,5.922076079094004,0.035309092620397886,0.32276048914493666,280.0411131529866,128.7991142291303,0.34205879968419356,14.51600418716716,16.09444046005993,-0.004794480023709191,-0.007442468885744624,-0.006118474454726908,0.008971144354822158,0.009054884381731299,-0.008897733303459887
GE,2016,0,NW,Liguria,010,7.5623255923374115,7.914911715657623,7.738618653997516,9688191.0,47.4745057012044,0.2883300282873057,9.859748483278334,5841718.0,88.8700676893285,72.46003029588825,0.21545160383469777,14.262302861817254,14.324300731606444,9.9,46.2899354067844,3.614353868099217,6.513510895110892,0.042185998067638744,0.37161896724044224,292.8910505990252,133.2931995680194,0.3938646534091719,14.57109013709187,16.086418279132204,-0.020318095885137666,-0.01730484353004158,-0.01881146970759051,0.01661497281481239,0.017311985196155177,-0.008022180927724776
GE,2017,0,NW,Liguria,010,7.526381772003425,7.890629777892465,7.708505774947945,9642824.0,49.425818836954114,0.29127611799812897,9.868583886885379,5841718.0,109.98759553944576,75.79600909085558,0.44924638745255,14.274589284506764,14.348991618246792,9.1,44.84539261410607,3.7355386431064472,7.360998304423218,0.05931424328353311,0.42586997226516227,310.0121191905314,140.8693293599198,0.4427951097115978,14.615952632066215,16.0817245697445,-0.03594382033398613,-0.02428193776515819,-0.030112879049571717,0.024690886640348353,0.008835403607044157,-0.004693709387701972
GE,2018,0,NW,Liguria,010,7.487433940071951,7.8614132441515725,7.674423592111761,9573916.0,48.4276076065856,0.2817597576135531,9.866373434249095,5841718.0,110.15312069107418,74.07398260964989,0.47600071754656736,14.290499049859632,14.371974526989852,9.6,44.114120230058624,3.781121112129356,8.358735371568642,0.07091225348933518,0.47890074496126117,301.6829411220401,137.4325873965116,0.4662740650441046,14.609780537731918,16.07455287513383,-0.03894783193147422,-0.02921653374089228,-0.03408218283618325,0.022982908743060193,-0.002210452636283833,-0.007171694610672574
GE,2019,0,NW,Liguria,010,7.454842687660645,7.836402420584599,7.645622554122622,9523596.0,49.57232175666865,0.3172458549433695,9.886066652586873,5841718.0,111.3521402520979,72.79476350369745,0.5152477584791947,14.298731536878893,14.390855927691584,10.0,44.43938058445645,3.7368244304834954,8.681941561068358,0.08331809588456529,0.5400613738740885,299.87369104810665,134.17078294589908,0.4600103610478252,14.631583527526258,16.069283066537555,-0.032591252411306115,-0.025010823566973706,-0.028801037989139466,0.01888140070173172,0.019693218337778262,-0.005269808596274572
GE,2020,1,NW,Liguria,010,7.430896688332616,7.8156918155244375,7.6232942519285265,9471105.0,48.44510586965396,0.285853416893583,9.894111466904166,5841718.0,120.05545104814604,77.63664533529733,0.5714040158144484,14.303013979455951,14.405554007743989,8.3,44.24974985286336,3.7420610383449215,9.40714729345706,0.08579500074248114,0.5818190874435265,154.5210353229366,43.73108396170759,0.3617800869107714,14.491113229758247,16.063756142621283,-0.023945999328028655,-0.020710605060161313,-0.02232830219409543,0.014698080052404805,0.008044814317292648,-0.005526923916271187
GE,2021,1,NW,Liguria,010,7.413745081677885,7.799417184724846,7.606581133201367,9461560.0,48.65826336799303,0.2691360287882145,9.875154077024675,5841718.0,98.7408353017714,77.1375252676688,0.29648983089407205,14.210150370913528,14.328341310116052,7.5,43.8246320371762,3.7789814310330976,9.846862911593405,0.09582494120086806,0.6263500764374095,238.47930794957162,86.69465417941537,0.44306248448467345,14.452257213884272,16.06274783229533,-0.017151606654731033,-0.01627463079959135,-0.01671311872715986,-0.07721269762793703,-0.018957389879490805,-0.0010083103259539428
GE,2022,1,NW,Liguria,010,7.406883775526375,7.793979550656621,7.600431663091498,9383083.0,48.6901440907248,0.26655595874809795,9.916578929654674,5841718.0,125.89964781783601,82.0367975003335,0.6047686035980172,14.295695409344063,14.426637919319788,6.9,44.368114545838125,3.890247855191558,8.99018170669086,0.09667335942298945,0.5798702984312181,326.43640565584565,152.75333909777027,0.48736612026297943,14.588913808049881,16.054418945017993,-0.006861306151510149,-0.005437634068225172,-0.006149470109868993,0.09829660920373584,0.04142485262999962,-0.008328887277336605
GE,2023,1,NW,Liguria,010,7.373761875496254,7.760886795339936,7.567324335418095,9349413.0,48.093700444225874,0.29011321354793207,9.956422498900029,5808172.0,156.9018041672802,78.42676780009748,1.0434526712527756,14.342781042569822,14.507693573866824,5.8,42.12422647465168,3.677784638490483,9.405785363341863,0.09276059680570879,0.49271828173451926,319.7565378937059,160.63525495423806,0.4693547570508758,14.645884731497906,16.050824118545414,-0.033121900030121054,-0.03309275531668465,-0.03310732767340241,0.08105565454703623,0.03984356924535426,-0.003594826472578916
GE,2024,1,NW,Liguria,010,7.379466113016869,7.766266316333454,7.5728662146751615,9367057.0,48.53274233879738,0.2597565985781445,10.026387523232199,5808172.0,150.7734179503187,81.16858045997984,0.927099542586967,14.352490699316045,14.577531396238825,5.3,42.24619547578426,3.6641878898910214,10.208483389900406,0.10189252777377367,0.5554954392730264,321.98503555148443,165.10000025332238,0.4829505019170832,14.657415865352215,16.05270951736545,0.005704237520614441,0.005379520993518128,0.0055418792570662845,0.06983782237200131,0.06996502433216989,0.0018853988200362437
GO,2015,0,NE,Friuli Venezia Giulia,031,6.912998183816064,7.0863942899274965,6.99969623687178,1852004.0,46.44845745498246,0.2382578033628926,9.800287143732366,1188224.0,29.393851124694603,21.71382076787513,0.09674458083011353,14.253485175775596,14.307685758791632,8.7,47.53435557286155,10.44802820790032,18.290476654243626,0.43771079438600796,14.876340259821498,556.6013740894025,372.59069633239847,0.635647749070403,14.51600418716716,14.431778854013142,-0.03967060537673106,-0.0360194755933092,-0.03784504048501969,0.008971144354822158,0.008965963451688097,-0.0017845799375741933
GO,2016,0,NE,Friuli Venezia Giulia,031,6.880460730017188,7.061465415015839,6.970963072516513,1844408.0,47.70658120622252,0.2759703749660708,9.811703571733393,1188224.0,29.303130473956436,22.91801254967021,0.08123287592586736,14.262302861817254,14.324300731606444,9.3,47.1153686371342,10.471861251017032,18.150795368471986,0.44829322611420475,14.49396344096335,604.8063448002592,413.9274286854355,0.6824613185665049,14.57109013709187,14.427668916759195,-0.032537453798875404,-0.02492887491165785,-0.02873316435526707,0.01661497281481239,0.011416428001027157,-0.004109937253947038
GO,2017,0,NE,Friuli Venezia Giulia,031,6.862068432245438,7.043978168972912,6.953023300609175,1834656.0,47.59202874871902,0.26660142717099533,9.826492753884061,1188224.0,30.068577185332042,23.080955484458954,0.08893912760421042,14.274589284506764,14.348991618246792,9.4,47.25601307981251,10.740737015004138,19.070971953305165,0.47848770395440027,14.671628088180944,653.2592335611416,458.1536344540413,0.692109283032508,14.615952632066215,14.422367555956818,-0.018392297771749888,-0.017487246042926508,-0.017939771907338198,0.024690886640348353,0.014789182150668267,-0.0053013608023775305
GO,2018,0,NE,Friuli Venezia Giulia,031,6.852150491326781,7.0369422208441,6.944546356085441,1829908.0,46.29328873645488,0.23428520854619667,9.824779645641414,1188224.0,32.093287828596814,22.482963697340082,0.12230818344239461,14.290499049859632,14.371974526989852,8.5,46.90199464222557,10.75432602621491,18.731621739842527,0.533425125844088,15.035223422276964,692.4564871968258,488.4156648843761,0.7307129040572183,14.609780537731918,14.41977625032982,-0.009917940918657386,-0.007035948128812031,-0.00847694452373382,0.022982908743060193,-0.0017131082426473654,-0.002591305626998164
GO,2019,0,NE,Friuli Venezia Giulia,031,6.830203755207212,7.019122927709878,6.924663341458546,1830960.0,47.4939594664427,0.24719353196482963,9.83969688946542,1188224.0,35.827001032221155,23.13370838121296,0.1622819485900607,14.298731536878893,14.390855927691584,7.6,45.57760155415398,10.714014039874185,20.723605105956707,0.5690792819385365,15.498724323091958,713.6576425731906,514.9856202012058,0.8275826096596907,14.631583527526258,14.420350977432221,-0.021946736119568655,-0.017819293134222036,-0.019883014626895346,0.01888140070173172,0.014917243824006832,0.0005747271024016953
GO,2020,1,NE,Friuli Venezia Giulia,031,6.798906064150916,6.994337528935504,6.896621796543211,1830164.0,47.278492117839164,0.2501303249313864,9.85545360601327,1188224.0,36.48153902934535,28.733525151229873,0.09946772937113825,14.303013979455951,14.405554007743989,8.5,45.54387190069525,11.01393212077805,19.4832865232758,0.5717038958903724,15.701793724853209,324.47678134379686,185.00264636465508,0.7091756483783629,14.491113229758247,14.419916138288535,-0.031297691056296095,-0.024785398774374023,-0.02804154491533506,0.014698080052404805,0.015756716547850047,-0.0004348391436863608
GO,2021,1,NE,Friuli Venezia Giulia,031,6.810175342997504,7.006880934430104,6.908528138713804,1856276.0,47.896879381702945,0.26280350047552636,9.834590275087562,1188224.0,29.386601322424717,23.50301080161209,0.07576578047986685,14.210150370913528,14.328341310116052,7.7,45.16879060606665,10.980329446892018,20.650543417012003,0.5784762019054479,15.59792621960051,531.0805980898793,363.1805869880607,0.7849758936476589,14.452257213884272,14.43408288816906,0.011269278846588016,0.012543405494599646,0.011906342170592943,-0.07721269762793703,-0.020863330925708468,0.014166749880525131
